,title,label
401, 시그널 제노코 공모가 3만6000원으로 높여경쟁률 1452대 1,0
402, 영화 흥행에 마트 미나리 매출 증가,1
403, 영화 흥행에 매출 증가한 미나리,1
404, 영화 미나리 효과미나리 매출 증가,1
405, 쿠팡 뉴욕 타임스퀘어 전광판에 광고 진행,0
406, 영화 효과로 마트 미나리 매출 증가,1
407, 영화 흥행에 마트 미나리 매출 증가,1
408, 영화 미나리 효과미나리 매출 쑥쑥,0
409, 쿠팡 고공행진에 마켓컬리티몬SSG 상장 시동,1
410, 김용범 1차관 2분기에 물가 일시적으로 급등할 수도,1
411, 엔젤스윙 2021 코리아빌드에서 기술 세미나 개최,0
412, 갈색 병 녹색 병 탈출오비맥주가 선보인 투명한 카스,0
413, 경제 완전정복 강방천 회장 지금은 비쌀 때빚투는 바람직하지 않다 인플레이션 우려 속 투자는 연금이 열쇠충격을 즐겨라,-1
414, 오비맥주 올 뉴 카스 출시업계최초 투명병 도입,1
415, 정부 지정 4번째 치매 뇌은행 된 명지병원 역할은,0
416, 부산은행 장미꽃 나눔 이벤트 실시,0
417, 서경석홍석천 난 이렇게 망했었다,0
418, DGB대구은행 소상공인 돕기 착한 소비운동 DAY 실시,1
419, 페이코 보이스피싱뺑소니 등 생활안심 무료 보험 출시,1
420, 시그널 계열 분리 앞둔 LG하우시스 회사채 발행 계획 접었다,0
421, 아산에 로또 분양이 온다아산더샵센트로 청약 스타트,1
422, 대구은행 소상공인 돕기 위한 착한 소비운동 DAY 실시,1
423, 인사국세청,0
424, 테슬라 캘리포니아 공장에 화재인명 피해 없어,-1
425, 네모파트너즈 베트남 PVCB캐피털과 업무협약 체결,1
426, 다음은 우리쿠팡 대박에 이커머스업체 상장 가속화 전망,1
427, 세계 1위 자산운용사 블랙록 투자에 희색 KB금융지주,1
428, 넷플릭스 친구동료와 계정공유 제한 시킨다동거인 여부 조사,0
429, 외식업에 200억배민 김봉진 기부안 발표｜브리핑 ON,0
430, NH농협은행 리스크관리부문 화훼농가 일손돕기 실시,-1
431, 강원 산불 피해 면적 67% 3∼4월 집중특별대책 추진,-1
432, 경남도 공직자 부동산거래 전수조사 나선다,0
433, 뉴스큐브 신규확진 488명현행 거리두기 2주 연장,0
434, 카페창업 전문 커피베이 코로나19 상황 속 적극적 마케팅 눈길,0
435, 폭스바겐 제타아틀라스 미국서 유지비 낮은 모델 1위 선정,1
436, 충남개발공사 직원들 토지거래 여부 고강도 조사 착수,0
437, 부산지방국세청 납세자보호담당관에 김광수 변호사 선임,0
438, 몸캠피싱 해결 시큐어앱 악성코드 분석 동원해 피씽 피해 막아,0
439, 착한기업 오뚜기 왜 이러나중국산 미역 논란에 흔들,0
440, 한투연 대주주 양도세 직계존비속 합산 현대판 연좌제,0
441, 인사 국세청,0
442, 해체 수준 개혁공룡 LH 덩치 줄여 권한 나누나,0
443, 최정우 포스코 회장 연임 성공안전환경 최우선종합2보,0
444, 금융당국 LH 직원 불법 대출 여부 들여다본다,-1
445, 더쎄를라잇브루잉 쥬시후레쉬 맥주 출시,1
446, 부산국세청 납세자보호담당관에 김광수 변호사 임명,0
447, 세계 최초의 기능으로 글로벌 앱 시장에 도전장 쇼탭Showtap 무료 런칭,0
448, 춘천시 사유림 1천500ha 산림경영계획 수립 무료 지원,0
449, 현대무벡스 코스닥 상장,1
450, 대전 청년 고용률↑ 실업률↓청년들 체감은 정반대,0
451, 포스코 최정우 회장 2기 체제 출범친환경 사업 박차,0
452, 마이셰프 오뚜기와 협업 밀키트 3종 출시,1
453, 동아ST 미국 내 RD; 전진기지 확보글로벌 도약 발판,0
454, 현대건설 힐스테이트 대명 센트럴 최고경쟁률 12대 1로 청약마감,1
455, HDC현대산업개발 우수협력사 포상 베스트 파트너스 데이 개최,1
456, CJ프레시웨이 1700명 맞춤형 온오프라인 위생교육 실시,0
457, 춘천사랑상품권 10％ 특별할인에 깡 우려불법유통 단속,-1
458, 무협 中 GDP 2027이면 美 추월韓의 중간재 수출 타격,0
459, 배송비만 내면 돼요 공영쇼핑 15일부터 농축산물 돌발찬스,0
460, 서울 청약 가점 고공행진고덕강일제일풍경채 최고 82점,1
461, 서울 비즈니스 클러스터 핵심 입지 가양역 더리브 아너비즈타워 분양,0
462, 서울 성수1구역 재건축정비사업 건축심의 통과,0
463, SBA MCN 커뮤니티 크리에이티브포스 파트너 운영사 모집내달 4일 접수마감,0
464, SBA기보 우수유망 중소기업 기술개발 지원협약 체결,1
465, 인사한국교통연구원,0
466, 박성철 한전KDN 사장 어린이 교통안전 캠페인 동참,0
467, 수학으로 분석한 코로나19 유행예측과 백신전략은,0
468, 청주거점 에어로케이 내달 제주노선 취항하루 왕복 3회,0
469, 美 테슬라 공장서 화재조업 차질 빚나,0
470, 코로나 위기 속에서 광주전남 수출 3개월 연속 증가세,1
471, 인사 국세청,0
472, 자이언트스텝 공모가 1만1천원수요예측 1천691대 1,0
473, 곡성소식 곡성관광택시 온라인 예약시스템 구축,0
474, 현대무벡스 코스닥 상장물류자동화시장 선두 될 것,1
475, 엠씨스퀘어 30년 고객 소환프로젝트 응답하라 엠씨스퀘어,0
476, 부산시장 되면 이 정책은 꼭 중소기업인들 후보에게 전달,0
477, 프레시지 언택트 서포터즈 프레시지 프렌즈 모집,0
478, 뭘스트리트1화 위험천만 롤러코스터 장세 내려 버텨 feat. 테슬라,0
479, 대구국가산단 물산업클러스터 산업시설용지 분양,0
480, 완도군 소비부진 전복 홍수 출하 앞두고 다양한 판촉,0
481, 어린이배도라지 절기상 우수에도 강추위 이어져 도라지 찾는 사람 많아져,1
482, 인사국세청,0
483, 포항 주택가에 대게암컷 1만 마리 보관한 일당 3명 영장,0
484, 춘천시 농어업회의소 내달 창립농업농촌 현장 대의기구,0
485, 캐디톡 내 손안의 캐디 초경량 골프거리측정기 캐디톡 미니미,0
486, 프레시지 호로록 로제떡볶이 출시,1
487, 이슈큐브 정부 LH 투기 1차 조사조사결과 한계 지적도,0
488, 금호석화 박철완 제안 비합리적중장기 발전과 양립 불가,0
489, 中 정부 우리 김치 제조기업에 현지식 표기 파오차이 강제,0
490, 오뚜기 푸드에세이 공모전 출품작 500건 돌파,1
491, 한국 정부 신뢰도 곤두박질67%→50%,0
492, 12인 가구 증가에 직주근접 소형 오피스텔 공급 활발,1
493, 진짜 5G 28㎓ 서비스 활성화 첫발,0
494, 故 유일한 박사 영면 50주기,0
495, 권칠승 전통 중소기업 경쟁력 확보해 나갈 것,0
496, 권칠승 우리 경제 근간 뿌리기업전통 中企 혁신 토대 마련할 것,0
497, 한진 200억 자사주 매입 주주가치 제고,0
498, 에이피엠 코인 에이피엠 도매 시장 맞춤형 토큰 결합 비즈니스 선보여,1
499, 변창흠 장관 자리에 연연 안 해결정에 따르겠다,1
500, 한계 드러낸 1차 조사이제 수사의 시간,-1
501, 변창흠 충격적 결과 죄송자리 연연 않고 결정 따를 것종합,0
502, 에어로케이 4월 청주제주 왕복노선 신규취항,0
503, 벤처투자업계 벤처기업 스케일업 지원 필요 중기부 장관에 건의,0
504, 단독 인구 줄어드는 도시 집 짓는 돈도 나라가 대준다,0
505, 폭스바겐 주요 모델들 비용 대비 최고 성능 제품,1
506, 그래픽 국내 코로나19 백신 접종 현황,0
507, 펜타클 크리에이티브 대행사 5위 선정,0
508, 홍남기 LH 투기 대규모 대출 과정 철저 조사,0
509,  Biz  Life 백신 특수주사기 소재 공급 롯데케미칼은 K방역 숨은 주역,1
510, LG전자 전장電裝 사업 외부인재 잇따라 영입,0
511, 국내의 스마트팜 우수기술 국제 표준화 팔걷었다,1
512, 전남농협 고향주부모임 전남도지회 정기 이사회 성료,0
513, 정부 수소혁신데스크 출범... 2040년까지 수소기업 1000개 육성,0
514, 뉴욕증시 쿠팡 공모가보다 41% 상승시총 100조원 돌파,1
515, 쿠팡 이어 마켓컬리도 미국 상장 추진,1
516, 1위 이상 기업 되겠다싹 다 바꾼 오비맥주 1등 굳히기종합,1
517, GS그룹 방계 코스모 허경수 회장...금호석화 조카의 난 참전,0
518, 공공 재개발 변창흠 LH 사태 사적이익 때문...1세대 1주택 원칙 분명히 해야,0
519, 부동산 투기근절재발 방지책 조속히 마련,0
520, WSJ 마켓컬리도 쿠팡 이어 뉴욕증시 상장 검토,1
521, GS25 화이트데이 연령대 별 이색 캐릭터 상품 선보여,1
522, 김대호의 경제읽기 쿠팡 뉴욕증시 입성첫 거래일 깜짝 흥행,1
523, 품질 검사했다 오뚜기 中 미역 해명에도 흔들리는 갓뚜기,-1
524, 쿠팡 시총 100조 돌파하며 美 증시 화려하게 데뷔,1
525, 홍석준 의원 경유 렌터카 2023년 사용 제한해야,0
526, 2차 전지 소재 설비 확충하는 금양LG화학에 납품 준비,0
527, 이슈 직설 美상장 쿠팡 손정의 23조김범석 7조 잭팟다시 불지핀 차등의결권 논란,0
528, 이슈 직설 쿠팡 뉴욕증시 성공적 데뷔 공모가보다 40.7%↑쿠팡 성장성의 기대와 우려,0
529, 대한민국 힘빠지게 하는 LH,0
530, 정몽구 현대차그룹 명예회장 서울아산병원에 50억원 기부,0
531, IT 인재 잡자 넥슨 세 자릿수 대규모 특별 채용,0
532, 대상그룹 3세 임세령 지주사 대상홀딩스 등기이사 선임,0
533, 해체까지 거론되는 LH,0
534, 비리로 힘빠지게 하는 LH,0
535, 해체 수준 환골탈태 돌입하는 LH,0
536, 곪아터진 비리로 수술대 오르는 LH,-1
537, 공룡 조직 LH 수술대 오른다,-1
538, 환골탈태 바람 부는 LH,0
539, 경기도 시민감사관들 땅 투기 전수조사 참여한다,0
540, 올해 물가폭등하면 어쩌지전문가 인플레이션 우려 수준 아냐,-1
541, 경기도 공무원 투기 공익제보 핫라인 신고 당부,0
542, 부산은행 지역시장과 상생...장미꽃 나눔행사,0
543, 마야폰 갤럭시S21 울트라 및 노트20 가격 10만원대 특가 판매,0
544, 땅 투기 의혹 LH직원 중 3명 광명시흥본부에서 근무,-1
545, 변창흠 국토부 장관 자리에 연연하지 않겠다,0
546, 그랩 스팩 합병 상장 논의 중,1
547, DL이앤씨 모스크바 정유공장 현대화 사업 3천억 원에 수주,1
548, 에이피엠 코인 새로운 비즈니스 모델 공식 발표,1
549, 코웨이 글로벌 브랜드 모델로 방탄소년단 선정,0
550, 변창흠 책임지고 수습하되 자리 연연 안해결정 따른다,1
551, 시총 100조 쿠팡 뉴욕 타임스퀘어에 전광판 광고,0
552, ㈜리만코리아 보타랩 2021 국가 소비자중심 브랜드 대상 퍼스널케어 부문 수상,1
553, 단독 풀영상 쿠팡 김범석 CNBC 인터뷰 쿠팡은 한국 성공 스토리 증거,0
554, 다양한 반려견 간식,0
555, 주인님 오늘 한잔 할까요,0
556, 농산물품질관리원 갑질횡포로 폐업 위기에 몰렸다,-1
557, 주인님 오늘 한잔 할까요,0
558, 투명한 병에 담긴 새 카스 나왔다,0
559, 여경협 여성기업 전자입찰 실무교육공공구매 시장 진출 도움,1
560, 반려견 유모차도 인기,1
561, 우리 차 바꿀 때 된 것 같아요,0
562, BNK부산은행 지역 꽃시장과 상생장미꽃 나눔 이벤트,0
563, 강아지 카시트로 안전하게,0
564, 주인님 봄 신상이 많이 나왔네요,1
565, 강아지 쇼핑 중,0
566, 케이펫페어 찾은 국민의힘 펫밀리,0
567, 농작물 저온 피해 막으려면 물뿌림송풍 시설 점검해야,-1
568, 케이펫페어 찾은 국민의힘 펫밀리,0
569, 땅투기 100여명 경찰 수사선상 올랐다가족도 조사,-1
570, 산업부수소융합얼라이언스추진단 수소혁신데스크 설치수소 투자기업 밀착 지원,0
571, 데이터 뉴스 모바일 쇼핑 엄지족 1년 새 30% 늘어음식 서비스 최대 폭 증가,1
572, 사전투기 의혹 LH직원 중 3명이 광명시흥본부에서 근무,-1
573, 자취 생활 공감다방 십센치 음원 꽃가루 주의보 공개,0
574, 과천에서도 LH 직원 투기 의혹,-1
575, LH 직원 신도시 투기 의혹 일파만파,-1
576, 과천에서도 LH 직원 투기 의혹,-1
577, LH 직원 신도시 투기 의혹 일파만파,-1
578, 광명시흥 고양 창릉 이어 과천에서도 LH 투기 의혹,-1
579, 과천 신도시에서도 LH 직원 투기 의혹,-1
580, 광명시흥 고양 창릉 이어 과천에서도 LH 투기 의혹,-1
581, 과천 신도시에서도 LH 직원 투기 의혹,-1
582, 광명시흥 고양 창릉 이어 과천에서도 LH 투기 의혹,-1
583, 부산 북항재개발 초고층 생활형 숙박시설 분양 강행주민 반발,0
584, NH투자증권 외화채권 온라인 중개 시스템 신규 오픈,1
585, 로지텍 담원 기아 프로게임단 공식 파트너십 체결,1
586, 정몽구 현대차 명예회장 서울아산병원에 50억원 기부,0
587, 누리텔레콤 용인 아파트 6만 세대에 가정용 스마트전력 플랫폼 무료 공급,0
588, 충남도 탈석탄 금고 확대 적극 추진,1
589, 오비맥주 올 뉴 카스 출시 기념 기자 간담회 개최,1
590, 환영사 하는 오비맥주 배하준 대표,0
591, 오비맥주 새롭게 탄생한 카스를 소개합니다,0
592, 특허청한국수소산업협회 수소경제 활성화 MOU,1
593, 오비맥주 혁신적 시도로 더욱 강력하게 진화한 카스 출시,1
594, 환영사 하는 오비맥주 배하준 대표,0
595, 투명병으로 변신한 카스를 소개합니다,0
596, 대한항공 라운지 탑승권 스캔으로 바로 입장,0
597, 쿠팡 상장 첫날 40% 상승 시총 국내 3대 기업 급부상,1
598, 국토부 노조 무분별한 의혹 제기 지양해 주길,-1
599, 한진 200억 어치 자사주 매입주가 안정 위함,0
600, 마켓컬리도 상장 추진WSJ 연내 美 상장 검토,1
601, 대우조선해양 LNG 이중연료추진 VLCC 10척 1.1조 수주,1
602, 쿠팡 몸값 100조 껑충삼성 이어 시가총액 2위권,0
603, 비보존제약 불법제조약 9개 판매중지회사 안전성문제 없을것종합,-1
604, 나흘째 400명대 확진현행 거리두기 2주 더 유지,0
605, 주식자동매매프로그램 마운티 주식매매 편하게 이용 가능해,0
606, 주제이씨엠에프씨 개발 360도 롤링 숙성고 개인별 최적 숙성 조건 도출 가능,0
607, KG이니시스 소상공인 온라인 창업 지원 프로그램 제공,0
608, 울산 태화강 신축역사 영업 개시9월 부산울산 전철로 연결,0
609, 샘표 속초 노하우를 담은 닭강정소스 비법 양념으로 집에서도 손쉽게,0
610, 고이즈미 등 전직 일본 총리 5명 한목소리로 탈원전 주장,0
611, 세계의 백신 공장 인도 50일간 69개국에 5천800만회분 공급,0
612, 코스피코스닥 동반 상승미 증시 훈풍,0
613, 바이넥스 이어 비보존제약도 의약품 불법제조판매 중지,-1
614, 한진 200억원 규모 자사주 매입기업주주 가치 제고,0
615, 정부 투기 수익 환수처벌 약속했지만가능할까,0
616, 비보존 제약도 의약품 불법 제조위탁생산 30곳 점검,-1
617, 한계 드러낸 1차 조사이제 수사의 시간,-1
618, 영국발 항공편 운항중단 내달 1일까지 3주 연장,-1
619, 신규확진 나흘째 400명대거리두기 2주 더 유지,0
620, aT 직거래장터바로마켓 사업자 모집최대 11억원 지원,0
621, 김용범 기재부 차관 2분기 물가상승률 일시적 급등 가능성,1
622, 변창흠 자리에 연연 안해靑 결정에 따른다종합,0
623, WSJ 마켓컬리 올해 중 뉴욕증시 상장 준비,1
624, 넥슨 대규모 특별 수시채용 실시,0
625, 구본준 신설지주 社名 LX로 짓자 국토정보공사 10년째 우리가 써와,0
626, 악재 시달리던 외국계 車 3사 간만에 희소식,-1
627, 소진공 공유주방 인큐베이팅 주관기관 19일까지 모집,0
628, 홍남기 LH 투기 대규모 대출 과정 철저 조사,0
629, 코스피  3145.96 포인트상승 흐름,0
630, 변창흠 책임지고 수습하되 자리에 연연 안해결정에 따른다종합,1
631, 쿠팡 따라 마켓컬리도 미국가나 WSJ 연내 상장 목표,1
632, 부동산 투기근절재발 방지책 조속히 마련,0
633, 안양대학교  교원 보직 인사 발령,0
634, 연합시론 쿠팡 뉴욕증시 성공적 상장기업윤리책임도 소홀히 말아야,1
635, 쿠팡 날자 네이버 재평가론 들썩,0
636, 韓 절대로 작지 않은 시장이며 아마존이 장악못한 유일한 곳,0
637, 기재부 2분기에 일시적으로 물가 급등할 가능성,1
638, 마켓컬리도 연내 뉴욕증시 직행 추진,0
639, 여경협 여성기업 대상 온라인 전자입찰 실무교육 개최,0
640, 홍남기 불법투기 적발되면 일벌백계 불법부당이득은 환수,-1
641, 쿠팡 이어 마켓컬리도 상장 추진,1
642, 굽네치킨XCGV 영화 미나리 달콤한 사탕 대신 화끈한 굽네 볼케이노 어때요,0
643, 대구시 대규모 개발지구 땅 투기의혹 모두 조사한다,-1
644, 마켓컬리 쿠팡 따라 미국 뉴욕증시 상장하나,1
645, 지분쪼개기맹지구입 내부정보 없으면 무모한 투자,0
646, LH 조직은 단계적 분산하되 더 강력한 감사처벌 필요,0
647, 서영석윤재갑 현직 민주당 의원들 투기의혹 잇따라,-1
648, LG에너지솔루션 미국 메가 플랜 공개한 배경은,0
649, LH 조롱글 작성자 신분 밝혀지나경찰 죄명 고민중,0
650, 아모레퍼시픽 친환경 화장품 종이 용기 개발,0
651, 부산 대형마트서 대파 1kg 1만원 돌파1년전 2.5배 올라,1
652, 전북TP 도내 기업 대상 비즈니스지원단 운영수출활성화,0
653, 중국 기술 자립도 향상탄소중립 실현에 정책 집중,0
654, 변창흠 자리에 연연 안 한다결정 따를 것,0
655, 립체인 서울대 분산시스템 연구실과 양원제 합의 알고리즘 계약,0
656, CJ대한통운 장애인 일자리 확대 업무협약,1
657, 정부 LH 사태 강력대응 천명했지만꼬리자르기 우려 상존,-1
658, 변창흠 국토부 장관 자리에 연연 안해결정에 따른다,1
659, 공공요금 인상에 소비자 부담 완화가스공사 발전용 개별요금제 도입,0
660, 가격 치솟는 국제 농작물...곡물가發 인플레 오나,0
661, MG손보 자동차 보험료 기습 인상에 금융당국도 화들짝,0
662, 변창흠 장관 자리에 연연 안해결정에 따르겠다,1
663, LH 직원 투기 의혹에금감원 상호금융부터 특별검사,-1
664, 변창흠 국토부 장관 자리 연연하지 않고 결정 따르겠다,0
665, SK하이닉스 인텔 낸드 사업 인수 美 승인,0
666, LG전자 톈진쿤산 등 中 생산법인 청산,0
667, 우여곡절 끝에 흑자전환KTG; 화장품 빛이 보인다,0
668, 갓뚜기의 배신오뚜기 대표 왜 서둘러 사과했나,0
669, 바이넥스 이어 비보존 제약도 9개 품목 제조∙판매 중지,0
670, 규제특례위 혼유 사고방지 서비스 등 14건 승인,0
671, 몬스터 IPO 쿠팡의 눈...이젠 물류 인프라 혁신으로 향한다,0
672, 호텔신라 밑빠진 독 푸껫 면세점 200억 손실 인식,0
673, 메쉬코리아 배달에 친환경 전기차 시범 도입,0
674, 사랑의 떡으로 마음을 전해요,0
675, 2보 변창흠 LH 땅투기 사태에 자리에 연연 안해결정에 따른다,1
676, 최정우 포스코 회장 잇단 뭇매 딛고 연임 성공,0
677, LG엔솔 美 최소 5조 더 투자구광모의 배터리 초격차 전략,0
678, 르포 65세 이상 AZ백신 접종요양환자보호자 기대두려움 교차,0
679, SK바사 공모주 청약 열풍에OK저축銀 청약 환불금 맡기세요,1
680, 속보 변 장관 대통령께 사의표명한 적은 없어여러가지 판단하겠다,0
681, 샛별배송 마켓컬리도 상장 추진WSJ 연내 미국 상장 검토,1
682, 붉은 우주선이 내려온다 엠블럼로고 공개한 SSG 랜더스,0
683, 기재부 차관 2분기 물가 일시적으로 높아질 수도,0
684, 1.4만명 중 20명 투기 조사 한계론에 특검수사 필요성 제기,-1
685, LH 사태 책임론 변창흠 장관 자리 연연 안해... 결정에 따르겠다종합,0
686, 속보변창흠 국토부 장관 자리 연연 안해결정에 따르겠다,1
687, 속보 변창흠 국토부 장관 자리 연연 안해결정에 따르겠다,1
688, 변창흠 충격적 결과에 죄송하게 생각공급은 차질 없게,0
689, 농어가 소득감소 파악 어려워 못 준다노점상은,0
690, 홍남기 부동산 투기근절대책 빠른 시일 내 마련,0
691, KB국민은행 골든라이프 은퇴자산관리 세미나 온라인 개최,0
692, 속보 변 장관 대통령께 사의표명한 적은 없어여러가지 판단하겠다,0
693, 수소혁신데스크 현판식,0
694, 변창흠 책임지고 수습하되 자리에 연연 안 해결정에 따른다,1
695, 수소혁신데스크 현판식,0
696, 소상공인 단체 또 연장 유감영업시간 완화해야,0
697, 국내 최고가 경신...비트코인 6천600만원대로 상승,1
698, 쿠팡 이어 마켓컬리도 상장 추진뉴욕 증시도 검토,1
699, 속보 변창흠 국토부 장관 자리 연연 안해결정에 따르겠다,1
700, 김수종 칼럼 석탄시대의 종말,0
701, 쿠팡 美상장 첫날 41% 급등김범석 당분간 한국 사업 전념,1
702, 美서 대박난 쿠팡김범석 한강의 기적 동참하게 돼 매우 흥분,1
703, 코스피코스닥 동반 상승美 각종 호재에 다우SP500; 최고치,1
704, 美금리상승 진정에 환율 하락향방은,-1
705, 홍남기 부동산 투기 예방환수대책 마련해 발표할 것,0
706, 전남해수원 참조기부세 수정란 1만2000㏄ 분양,0
707, 보건복지부 즉각분리제도 시행에 따른 시도별 대응 점검회의,0
708, 모두발언하는 양성일 보건복지부 1차관,0
709, 양성일 보건복지부 1차관 즉각분리제도 시행 시도별 대응 점검회의 주재,0
710, 인사말 하는 양성일 보건복지부 1차관,0
711, 미리보는 발품 곪은 닭발 그 후 2년달라졌을까,0
712, 모두발언하는 양성일 보건복지부 1차관,0
713, 美 주말부터 1인당 160만원 준다바이든 경기부양안 서명,0
714, 보건복지부 즉각분리제도 시행 시도별 대응 점검회의,0
715, 즉각분리제도 시행에 따른 시도별 대응 점검회의,0
716, 처음 크리스티에 오른 독학 예술가 NFT 780억원에 낙찰,0
717, NFT 미술작품 782억 원에 팔려예술계 변혁 잠재력,0
718, 미국 자국 생산 아스트라제네카 백신 당분간 EU 수출 안해,0
719, 동아ST 美파트너사 뉴로보 의결권 33% 위임받아경영권 확보,0
720, 변창흠 1세대 1주택법 주택공급 때 유주택자 주지말자는 것,0
721, 쿠팡 이어 마켓컬리도WSJ 마켓컬리 연내 뉴욕증시 상장 논의 중,1
722, ​에듀윌 사회공헌위원회 양형남 회장 임직원과 함께 따듯한 나눔 전합니다,0
723, 비트코인 6600만원 돌파또 돈 풀린다 소식에 역대 최고가,1
724, 투기의혹 LH 직원 3명 광명시흥본부 근무했었다,-1
725, 與 LH특검 野와 즉시 협의 변창흠 자리에 연연 안한다,0
726, ABL생명 하나만묻는무ABL초간편암보험 출시,1
727, 대한항공 라운지 탑승권 스캔으로 입장,0
728, SSG 랜더스 공식 엠블럼로고 공개새로운 승리 역사 개척,1
729, 투기길 열어준 외지인 농지매입 어려워진다,0
730, 쿠팡 오늘 뉴욕증시 입성공모가 대비 40%↑,1
731, 제약바이오협 재미한인바이오산업협회와 국내기업 미국 진출 지원,1
732, 서울 코로나 백신 접종률 요양병원 79%요양원 83%,0
733, 탄소중립 나선 中 저탄소 성장모델 구축 분야에 기회,0
734, 코리안리 형제경영 체제 전환...장남 원종익 경영일선에,0
735, 김범석 쿠팡 의장 한강의 기적 동참해 흥분 언박싱,0
736, 곳간지기 출신 추경호 의원 선거용으로 급조된 부실 추경 성토,0
737, 캐나다멕시코 AZ 백신 문제없다접종 계속 방침,-1
738, 더블유게임즈 올 상반기 채용 실시전 분야 신입경력,0
739, 전북도 녹색자금지원사업 최우수기관나눔숲나눔길 조성,1
740, 미국서 SK 지우기 나선 LG 5조원 투자해 배터리 공장 2개 더 짓는다,0
741, 비트코인 6600만원도 넘어역대급 상승,0
742, 용진이형 인스타에 뜬 빨간 우주선SSG랜더스 공식 엠블럼 공개,0
743, 산림청 100대 명산 폐기물 처리사업 추진,0
744, 국가철도공단 동해남부선 신축 태화강역사 영업 개시,0
745, 특허청 한중일 상품명칭 및 유사군 코드 비교목록 공개,0
746, 보조금 폭락에 도산 직전 태양광 사업자친환경 청구서 날아오나,0
747, 복합쇼핑몰 의무휴업 여야 공방업계 차라리 주중으로 하소연,0
748, 홍남기 7월 3기 신도시 사전청약 강행,1
749, 주거복지택지개발도시재생...LH 사업별 조직분리 가능성,0
750, 현장연결 중대본 상견례영유아 동반직계가족 모임 8인까지 허용,0
751, 인더머니원달러 환율 하락1120원대 진입,-1
752, 김슬아 컬리 대표 급변하는 시장에 주도적 대응 위해 상장 추진언박싱,1
753, 대우조선해양 초대형 원유운반선 10척 수주1.1조원 규모,1
754, 산나물독초 구분하세요국립수목원 안내서 발간,0
755, 제약바이오협 재미한인바이오산업협회와 국내기업 美진출 지원,1
756, DGB사회공헌재단 지역 아동 및 미혼모 복지시설 방역 서비스,0
757, 바이오알파 유현승 대표 모범중소기업인 표창 수상,1
758, 배하준 오비맥주 대표 올 뉴 카스 완벽 추구하는 우리의 자신감,0
759, 뉴욕증시 데뷔 쿠팡 시총 100조 로켓 달성공격적 투자할 것,1
760, 시총100조 쿠팡의 눈 어디로 향하나OO판 쿠팡언박싱,0
761, 한미약품 폐암치료제 포지오티닙 FDA 패스트트랙에 지정,0
762, 국민은행 KB골든라이프 은퇴자산관리 세미나 개최,0
763, 증시 첫 날 몸값 100조 돌파한 쿠팡성장잠재력 높게 평가,1
764, SSG 랜더스 구단 공식 엠블럼로고 공개,0
765, 태화강 조망권 확보 e편한세상 울산역 어반스퀘어 3월 분양 예정,1
766, 동아ST 미 제약사 뉴로보 파마슈티컬스 경영권 확보,0
767, 부동산과의 전쟁홍남기 LH사태 투기적발일벌백계종합2보,-1
768, 마켓컬리 올해 증시 상장하나 韓美 시장 모두 가능성 열어두고 검토중,1
769, 공무원 부동산으로 1억 벌면 환수LH 나비 효과,0
770, 송종욱 광주은행장 ESG 경영 박차따뜻한 기업문화 전파,0
771, 임승순 변호사 조세법 21번째 개정판 발간,0
772, 비트코인 시세는,0
773, 전광판에 표시된 비트코인 시세,0
774, 비트코인 6천600만원,0
775, 기자수첩LH發 투기와의 전쟁승자는 퇴직자,0
776, 몇주 받았나요SK바사 줄줄이 인증샷,0
777, 최정우 포스코 회장 연임백년기업 기반 튼튼히 하겠다,0
778, LG전자 車인포테인먼트 합작사 알루토 15일 출범전장사업 가속화,0
779, 아나운서가 소개하는 것처럼미래에셋대우 AI 리포트 첫선,0
780, 신한은행 ESG 경영 우수기업 대상 상생지원대출 출시,1
781, SSG 랜더스 엠블럼로고 공개레드에 UFO까지 등장,0
782, 이데일리N 한은 가계대출 증가세 당분간 지속...위험 유의 外,1
783, 익산 쌀 2만3천ｔ CJ하림 등 식품기업 즉석밥 원료로 공급,0
784, LG전자 전장사업 알루토ZKW 경영진 영입경쟁력 강화,0
785, 쿠팡의 성공 데뷔 이어 마켓컬리도 상장 추진,1
786, 홍길용의 화식열전 미국vs.유럽 채권전쟁환율을 보라,0
787, 강원도 내 농산물가공식품 시장성 사전 조사,0
788, 소공연 사회적 거리두기 연장 유감영업보장인원제한 완화를,0
789, 테라 꼼짝마싹 다 바꾼 오비맥주 1등 굳히기,0
790, 연기금 50일째 매도국민연금 4곳 중 1곳 지분 뚝,0
791, SBI저축은행 임진구정진문 대표이사 재선임16일 주총서 최종 결정,0
792, 인천 도화지구 슬세권 대표 상가 기대  앨리웨이 인천 4월 첫 선,0
793, 쿠팡 이어 마켓컬리도 상장 추진WSJ 연내 美 상장 검토,1
794, 충북도 부동산 투기 조사 내주 본격화대상자 더 늘어날 듯,0
795, 액션스퀘어 실적 개선으로 관리종목 탈피,0
796, 이틀째 이어진 수도권 고동도 미세먼지에정부 이행상황 점검 강화,0
797, 오비맥주 올 뉴 카스 출시,1
798, 영상 쿠팡 뉴욕증시 첫날 40.7% 상승 마감시가총액 100조4천억원,0
799, 부고곽계웅씨웅진그룹 기획조정실 차장 부친상,0
800, 삼성전자 반도체 독주 시작中시안 증설장비 설치,0
801, 에스원 정보보안 렌털 솔루션 2종 출시,1
802, 올댓차이나 중국 증시 상승 출발상하이지수 0.3%↑,1
